,ma_khach_hang,ngay_binh_luan,gio_binh_luan,ma_san_pham,word_pro3,so_sao,word_pro4,negative_words,negative_count,positive_words,positive_count,star_cleaned,joined_positive_words,joined_negative_words
6787,2559,18/05/2024,13:57,308900002,chân_ái đời nâng tông tự_nhiên thoáng nhẹ,5,chân ái đời nâng tông tự nhiên thoáng nhẹ,[],0,"['chân ái', 'nâng tông', 'nhẹ']",3,5,"chân_ái, nâng_tông, nhẹ",
6788,1,2/11/2024,0:36,100190059,sạch dầu khô tí mụn cải_thiện,4,sạch dầu khô tí mụn cải thiện,[],0,['cải thiện'],1,5,cải_thiện,
6789,2390,28/04/2023,14:19,422205160,dễ_dàng thoải_mái thư_giãn,5,dễ dàng thoải mái thư giãn,[],0,"['dễ dàng', 'thoải mái', 'thư giãn']",3,5,"dễ_dàng, thoải_mái, thư_giãn",
6790,2738,15/06/2024,19:45,248700102,dư rữa texture tương_tự centafil chuyên nhạy_cảm hàng giá,5,dư rữa texture tương tự centafil chuyên nhạy cảm hàng giá,[],0,[],0,5,,
6791,1084,2/3/2022,22:39,422220606,màu hồng_sài thích lắm,5,màu hồng sài thích lắm,[],0,['thích'],1,5,thích,
6792,1430,22/09/2020,11:20,422217029,đọc review tốt dầu tậu thử mùi thơm nhẹ bọt_tơi không_làm kiểu sạch kít cảm_giác mềm_mịn đầu tốt dịch_vụ hasaki tốt giá_cả,5,đọc review tốt dầu tậu thử mùi thơm nhẹ bọt tơi không làm kiểu sạch kít cảm giác mềm mịn đầu tốt dịch vụ hasaki tốt giá cả,[],0,"['tốt', 'thơm', 'nhẹ', 'mịn', 'tốt', 'tốt']",6,5,"tốt, thơm, nhẹ, mịn, tốt, tốt",
6793,35,17/04/2023,13:48,100230064,hiệu_quả cực_kì,5,hiệu quả cực kì,[],0,['hiệu quả'],1,5,hiệu_quả,
6794,285,30/05/2021,15:44,205100136,lành_tính dịu nhẹ không_bị,5,lành tính dịu nhẹ không bị,[],0,['dịu nhẹ'],1,5,dịu_nhẹ,
6795,1714,22/11/2023,12:07,100240016,hàng đống gói cẩn_thận chê,5,hàng đống gói cẩn thận chê,['chê'],1,['cẩn thận'],1,5,cẩn_thận,chê
6797,2308,2/8/2024,21:59,308500009,rât_hợp dầu mụn,5,rât hợp dầu mụn,[],0,['hợp'],1,5,hợp,
6798,1472,26/05/2022,22:39,318900005,ổn lắm không_bị rít bha dưỡng ẩm tốt,5,ổn lắm không bị rít bha dưỡng ẩm tốt,[],0,"['ổn', 'tốt']",2,5,"ổn, tốt",
6799,172,12/11/2022,22:04,422206648,chân_ái,5,chân ái,[],0,['chân ái'],1,5,chân_ái,
6800,2449,11/6/2020,19:40,422205163,mặt_nạ mũi hụt chân mũi,5,mặt nạ mũi hụt chân mũi,[],0,[],0,5,,
6801,52,23/08/2022,21:52,207500008,không_một bông_tẩy hợp_lý giá mềm mịn,5,không một bông tẩy hợp lý giá mềm mịn,[],0,"['hợp', 'mịn']",2,5,"hợp, mịn",
6802,46,16/07/2022,7:10,422200002,ngừi củng_thấy bì chất_glu chuyên dưỡng trắn miếng thử mặt_nạ dạng lứi ă đắp cổ_đắp cảm_giác lạnh kiểu rát tê_tê ă đắp không_trắng kiểu khô lắm ẩm đầy_đủ hôm không_trắng_bóng bthw không_đắp_nạ hôm trắng bóng đắp ngược_lại khô sẫm_sức chống nắng củn không_tệp,2,ngừi củng thấy bì chất glu chuyên dưỡng trắn miếng thử mặt nạ dạng lứi ă đắp cổ đắp cảm giác lạnh kiểu rát tê tê ă đắp không trắng kiểu khô lắm ẩm đầy đủ hôm không trắng bóng bthw không đắp nạ hôm trắng bóng đắp ngược lại khô sẫm sức chống nắng củn không tệp,"['rát', 'bóng', 'bóng']",3,"['trắng', 'trắng', 'trắng']",3,1,"trắng, trắng, trắng","rát, bóng, bóng"
6803,4034,18/06/2022,14:55,365000018,tốt mặt_nạ tốt_loại,4,tốt mặt nạ tốt loại,[],0,"['tốt', 'tốt']",2,5,"tốt, tốt",
6804,2395,28/04/2023,9:35,422205162,dễ_dàng thoải_mái thư_giãn,5,dễ dàng thoải mái thư giãn,[],0,"['dễ dàng', 'thoải mái', 'thư giãn']",3,5,"dễ_dàng, thoải_mái, thư_giãn",
6805,4025,4/8/2022,13:01,412800003,hàng máy không_bị hư sạch,5,hàng máy không bị hư sạch,[],0,[],0,5,,
6806,326,2/10/2020,1:27,422209663,tốt dạng mỏng cảm_giác nhẹ,5,tốt dạng mỏng cảm giác nhẹ,[],0,"['tốt', 'nhẹ']",2,5,"tốt, nhẹ",
6807,3605,25/07/2021,10:09,225200015,thích tối căng mịn môi vết rãnh ưng lắm thơm thử màu,5,thích tối căng mịn môi vết rãnh ưng lắm thơm thử màu,[],0,"['thích', 'mịn', 'ưng', 'thơm']",4,5,"thích, mịn, ưng, thơm",
6808,285,21/11/2021,13:02,412800002,giá hợp_lí mềm_êm,5,giá hợp lí mềm êm,[],0,"['hợp', 'êm']",2,5,"hợp, êm",
6809,1407,29/04/2024,22:28,422200632,hãng đổi mẫu thành_phần bha nhạy_cảm mụn_ẩn cân_nhắc thiệt_tình,4,hãng đổi mẫu thành phần bha nhạy cảm mụn ẩn cân nhắc thiệt tình,[],0,[],0,5,,
6810,191,1/8/2022,22:51,205100136,không_muốn đổi tốt dịch_vụ,5,không muốn đổi tốt dịch vụ,[],0,['tốt'],1,5,tốt,
6811,2067,14/07/2021,10:20,422203145,lớp mỏng tone hồng nhẹ_nhàng kiềm dầu bình_thiên_dầu cân_nhắc thích lớp dặm phấn,5,lớp mỏng tone hồng nhẹ nhàng kiềm dầu bình thiên dầu cân nhắc thích lớp dặm phấn,[],0,"['nhẹ', 'thích']",2,5,"nhẹ, thích",
6812,2406,4/3/2023,6:04,308500004,kiềm dầu tốt,5,kiềm dầu tốt,[],0,['tốt'],1,5,tốt,
6813,3736,17/12/2020,14:49,377400001,khả_năng sạch tốt_tẩy lì_eyeliner mascara chống cảm_giác sạch đỡ mụn hẳn nốt mụn đỏ mụn viêm đỡ sưng hẳn khả_năng dịu ẻm tốt không_hề nhờn_rít cớ hôm làm_biếng ẻm đi ngủ ẻm giúp mụn,5,khả năng sạch tốt tẩy lì eyeliner mascara chống cảm giác sạch đỡ mụn hẳn nốt mụn đỏ mụn viêm đỡ sưng hẳn khả năng dịu ẻm tốt không hề nhờn rít cớ hôm làm biếng ẻm đi ngủ ẻm giúp mụn,['nhờn rít'],1,"['tốt', 'tốt']",2,5,"tốt, tốt",nhờn_rít
6814,1746,11/5/2022,1:25,422216487,chê không_xuất_sắc,3,chê không xuất sắc,['chê'],1,['xuất sắc'],1,5,xuất_sắc,chê
6815,1010,4/5/2023,18:38,308500009,dễ_dàng thoải_mái thư_giãn,5,dễ dàng thoải mái thư giãn,[],0,"['dễ dàng', 'thoải mái', 'thư giãn']",3,5,"dễ_dàng, thoải_mái, thư_giãn",
6816,678,1/5/2023,14:18,308500004,dễ_dàng thoải_mái thư_giãn,5,dễ dàng thoải mái thư giãn,[],0,"['dễ dàng', 'thoải mái', 'thư giãn']",3,5,"dễ_dàng, thoải_mái, thư_giãn",
6817,165,7/9/2022,14:00,100240016,trộm_vía hợp đầu tiền không_hề kích_ứng tuần mụn_ẩn đẩy kết_hợp serum teana peptide problem megaduo mụn cồi tuần mụn_ẩn cải_thiện sờ mịn_màng rõ_rệt sợi bã_nhờn đầu mũi cằm đỉnh,5,trộm vía hợp đầu tiền không hề kích ứng tuần mụn ẩn đẩy kết hợp serum teana peptide problem megaduo mụn cồi tuần mụn ẩn cải thiện sờ mịn màng rõ rệt sợi bã nhờn đầu mũi cằm đỉnh,['nhờn'],1,"['hợp', 'hợp', 'cải thiện', 'mịn', 'đỉnh']",5,5,"hợp, hợp, cải_thiện, mịn, đỉnh",nhờn
6818,137,2/7/2023,12:32,422209443,môi khô tác_dụng thâm_ít,5,môi khô tác dụng thâm ít,['thâm'],1,[],0,5,,thâm
6820,156,31/01/2023,23:39,422211447,dầu nắp màu nhạt không_bị kích_ứng màu không_mùi dễ_chịu màu đậm_xài lắc tẩy dầu xơ_lại sạch không_đâu rát không_khích_ứng không_mùi,5,dầu nắp màu nhạt không bị kích ứng màu không mùi dễ chịu màu đậm xài lắc tẩy dầu xơ lại sạch không đâu rát không khích ứng không mùi,['rát'],1,['dễ chịu'],1,5,dễ_chịu,rát
6821,1405,28/07/2024,19:50,422217029,thời tuyệt_vời mụn thử,5,thời tuyệt vời mụn thử,[],0,['tuyệt vời'],1,5,tuyệt_vời,
6822,201,18/06/2022,9:17,422206648,tốt quà tặng tưởng,4,tốt quà tặng tưởng,[],0,['tốt'],1,5,tốt,
6823,3118,6/11/2022,2:21,100190183,dầu hỗn_hợp mụn ổn_áp chống nắng tẩy sạch makeup tẩy trừ tẩy lớp màn rít liền mụn,5,dầu hỗn hợp mụn ổn áp chống nắng tẩy sạch makeup tẩy trừ tẩy lớp màn rít liền mụn,[],0,"['hợp', 'ổn', 'tẩy sạch']",3,5,"hợp, ổn, tẩy_sạch",
6824,1261,11/3/2023,14:15,422206035,lại_lại nhầm kết_bạn,5,lại lại nhầm kết bạn,[],0,[],0,5,,
6825,1444,3/5/2023,16:20,100190059,dễ_chịu dịu ổn,5,dễ chịu dịu ổn,[],0,"['dễ chịu', 'ổn']",2,5,"dễ_chịu, ổn",
6826,2902,14/06/2023,5:58,422207283,chân_ái,5,chân ái,[],0,['chân ái'],1,5,chân_ái,
6827,1679,12/8/2021,13:14,318900005,hôm đầu sài_êm lắm thích tiếp,5,hôm đầu sài êm lắm thích tiếp,[],0,"['êm', 'thích']",2,5,"êm, thích",
6828,3148,5/11/2023,7:06,357100011,khô mê thử đi mịn mượt_thơm,5,khô mê thử đi mịn mượt thơm,[],0,"['mịn', 'thơm']",2,5,"mịn, thơm",
6829,2414,9/2/2022,23:25,422202253,màu chuyên dầu mụn cồn đầu bảng thành_phần nhạy_cảm dị_ứng cồn cân_nhắc mùi nồng lắm nóng tác_dụng hôm đẩy cồi mụn mụn_ẩn ẩm,4,màu chuyên dầu mụn cồn đầu bảng thành phần nhạy cảm dị ứng cồn cân nhắc mùi nồng lắm nóng tác dụng hôm đẩy cồi mụn mụn ẩn ẩm,"['dị ứng', 'mùi nồng', 'nóng']",3,[],0,5,,"dị_ứng, mùi_nồng, nóng"
6830,1059,25/02/2024,22:27,422204906,tẩy sạch lắm trừ mắt lắm,5,tẩy sạch lắm trừ mắt lắm,[],0,['tẩy sạch'],1,5,tẩy_sạch,
6831,579,30/11/2023,19:05,253900006,dầu nhạy_cảm chống nắng nâng tone tệp thấm không_bết_rít khó_chịu nhẹ_mặt tiếng dặm,5,dầu nhạy cảm chống nắng nâng tone tệp thấm không bết rít khó chịu nhẹ mặt tiếng dặm,"['bết rít', 'khó chịu']",2,['nhẹ'],1,5,nhẹ,"bết_rít, khó_chịu"
6832,3155,11/2/2022,15:54,357100011,ngứa kén_nhiên ổn lắm,5,ngứa kén nhiên ổn lắm,[],0,['ổn'],1,5,ổn,
6833,2252,27/04/2023,20:15,200500095,ổn,3,ổn,[],0,['ổn'],1,5,ổn,
6834,84,29/06/2021,22:34,318900012,trời ẩm mụn tích_cực nhạy_cảm mùi hương_liệu không_dành dị_ứng mùi khỏe không_nhạy_cảm ẻm không_mụn mụn ẩn_tè bonus mụn_bọc mụn bọc không_bị dị_ứng,2,trời ẩm mụn tích cực nhạy cảm mùi hương liệu không dành dị ứng mùi khỏe không nhạy cảm ẻm không mụn mụn ẩn tè bonus mụn bọc mụn bọc không bị dị ứng,"['dị ứng', 'dị ứng']",2,[],0,1,,"dị_ứng, dị_ứng"
6835,2537,14/11/2020,22:50,204100023,mụn sưng viêm kiểu chỗ mọc chỗ cực đi liễu bác_sĩ kê thuốc uống kèm tối bớt mụn hẳn không_bị tái_lại,5,mụn sưng viêm kiểu chỗ mọc chỗ cực đi liễu bác sĩ kê thuốc uống kèm tối bớt mụn hẳn không bị tái lại,[],0,[],0,5,,
6836,1608,15/06/2022,12:14,327500002,võ đào,5,võ đào,[],0,[],0,5,,
6837,363,26/10/2018,21:38,422211446,dầu_xài nhẹ_dịu tẩy lớp chống nắng không_làm khô giá_cả bình_dân túi tiền_viên ủng_hộ loreal hasaki shipper dễ_thương ghê á_hàng lịch_sự,5,dầu xài nhẹ dịu tẩy lớp chống nắng không làm khô giá cả bình dân túi tiền viên ủng hộ loreal hasaki shipper dễ thương ghê á hàng lịch sự,[],0,['nhẹ'],1,5,nhẹ,
6838,3453,14/03/2024,8:51,422201448,lọ phục hoiofda tốt không_bị bết dính đổ dầu,5,lọ phục hoiofda tốt không bị bết dính đổ dầu,[],0,['tốt'],1,5,tốt,
6839,683,30/04/2023,9:46,308500013,dễ_dàng thoải_mái thư_giãn,5,dễ dàng thoải mái thư giãn,[],0,"['dễ dàng', 'thoải mái', 'thư giãn']",3,5,"dễ_dàng, thoải_mái, thư_giãn",
6840,2697,14/05/2019,11:04,243300007,tốt lắm không_bị dính mềm sài_thiệt thích,5,tốt lắm không bị dính mềm sài thiệt thích,[],0,"['tốt', 'thích']",2,5,"tốt, thích",
6841,3858,8/6/2019,12:23,100210020,quảng_cáo tặng hasaki quà không,5,quảng cáo tặng hasaki quà không,[],0,[],0,5,,
6842,3580,14/11/2023,0:47,422206798,chê_chê đỡ tốn,5,chê chê đỡ tốn,"['chê', 'chê']",2,[],0,5,,"chê, chê"
6843,871,15/04/2023,15:05,422204795,tốt,5,tốt,[],0,['tốt'],1,5,tốt,
6844,2376,29/04/2023,16:21,422205164,dễ_dàng thoải_mái thư_giãn,5,dễ dàng thoải mái thư giãn,[],0,"['dễ dàng', 'thoải mái', 'thư giãn']",3,5,"dễ_dàng, thoải_mái, thư_giãn",
6845,2307,23/10/2024,10:23,308500013,mặt_nạ mụn lắm,5,mặt nạ mụn lắm,[],0,[],0,5,,
6846,1633,10/12/2021,23:47,245500010,tẩy chết tạm ổn gét_rửa trông căng,5,tẩy chết tạm ổn gét rửa trông căng,['tạm'],1,['ổn'],1,5,ổn,tạm
6847,4142,18/11/2023,10:53,422207812,lắm,5,lắm,[],0,[],0,5,,
6848,182,28/04/2023,10:28,422205164,dễ_dàng thoải_mái thư_giãn,5,dễ dàng thoải mái thư giãn,[],0,"['dễ dàng', 'thoải mái', 'thư giãn']",3,5,"dễ_dàng, thoải_mái, thư_giãn",
6849,1505,30/07/2024,10:18,422206035,hợp chân_ái yêu,5,hợp chân ái yêu,[],0,"['hợp', 'chân ái', 'yêu']",3,5,"hợp, chân_ái, yêu",
6850,3378,11/2/2024,14:39,422208242,mê lắm,5,mê lắm,[],0,[],0,5,,
6851,651,25/12/2023,15:44,100230057,thích lắm nhạy_cảm mụ_ẩn không_kích_ứng sạch sâu thử,5,thích lắm nhạy cảm mụ ẩn không kích ứng sạch sâu thử,[],0,['thích'],1,5,thích,
6852,490,1/1/2023,12:24,204900013,không_muốn đổi mẹo lớp serum thành_phần silicone vichy serum neogen_đỉnh embryolisse á_bôi chấm tán kém không_hề vón khô ghét vón chuyển_dưỡng yêu lớp_dưỡng nhẹ_nhàng bôi chống nắng nhẹ_mặt,5,không muốn đổi mẹo lớp serum thành phần silicone vichy serum neogen đỉnh embryolisse á bôi chấm tán kém không hề vón khô ghét vón chuyển dưỡng yêu lớp dưỡng nhẹ nhàng bôi chống nắng nhẹ mặt,"['kém', 'vón', 'vón']",3,"['đỉnh', 'không hề vón', 'yêu', 'nhẹ', 'nhẹ']",5,5,"đỉnh, không_hề_vón, yêu, nhẹ, nhẹ","kém, vón, vón"
6853,116,29/06/2024,20:02,422204259,tẩy sạch dịu nhẹ không_ưng nắp cứng_mở đau bật đứt khắc_phục lỗi,5,tẩy sạch dịu nhẹ không ưng nắp cứng mở đau bật đứt khắc phục lỗi,['lỗi'],1,"['tẩy sạch', 'dịu nhẹ', 'ưng']",3,5,"tẩy_sạch, dịu_nhẹ, ưng",lỗi
6854,1377,23/01/2024,18:32,422205809,mặt_nạ mùi thơm nhẹ nhẹ dễ_chịu dưỡng chất,5,mặt nạ mùi thơm nhẹ nhẹ dễ chịu dưỡng chất,[],0,"['thơm', 'nhẹ', 'nhẹ', 'dễ chịu']",4,5,"thơm, nhẹ, nhẹ, dễ_chịu",
6855,811,2/6/2020,11:51,200400004,tốt giá shop,5,tốt giá shop,[],0,['tốt'],1,5,tốt,
6856,1866,30/09/2021,2:17,211300002,toner giá rẻ học_viên chất_lỏng apply thấm_hasaki giá hời không_tiếc tiền toner cồn nhạy_cảm ẩm tốt thích mùi toner ngửi_kĩ lắm mùi_thoảng ưng,5,toner giá rẻ học viên chất lỏng apply thấm hasaki giá hời không tiếc tiền toner cồn nhạy cảm ẩm tốt thích mùi toner ngửi kĩ lắm mùi thoảng ưng,[],0,"['tốt', 'thích', 'ưng']",3,5,"tốt, thích, ưng",
6857,1669,22/12/2021,8:41,318900019,dầu mụn_chất đặc thấm retinol kèm dưỡng ẩm_phục_hồi tốt,5,dầu mụn chất đặc thấm retinol kèm dưỡng ẩm phục hồi tốt,[],0,['tốt'],1,5,tốt,
6858,3686,28/02/2024,21:06,256700002,kêu khô ẩm dầu vô đông không_đủ ẩm lắm tróc chữ ẩm_mịn không_hiểu,4,kêu khô ẩm dầu vô đông không đủ ẩm lắm tróc chữ ẩm mịn không hiểu,[],0,['mịn'],1,5,mịn,
6859,52,23/08/2022,21:40,207300009,hợp_lý tẩy tế_bào chết hạt không_quá bự mùi,5,hợp lý tẩy tế bào chết hạt không quá bự mùi,[],0,['hợp'],1,5,hợp,
6860,3534,12/1/2022,8:40,201600198,chống nắng chân_ái thích cực không_bị bóng nhờn_rít nặng_mặt không_nâng toner mùi thơm,5,chống nắng chân ái thích cực không bị bóng nhờn rít nặng mặt không nâng toner mùi thơm,"['bóng', 'nhờn rít']",2,"['chân ái', 'thích', 'thơm']",3,5,"chân_ái, thích, thơm","bóng, nhờn_rít"
6861,2413,23/03/2022,9:36,422205164,đắp mát tốt đắp căng ẩm thích,5,đắp mát tốt đắp căng ẩm thích,[],0,"['mát', 'tốt', 'thích']",3,5,"mát, tốt, thích",
6862,1034,27/04/2023,18:04,422205163,dễ_dàng thoải_mái thư_giãn,5,dễ dàng thoải mái thư giãn,[],0,"['dễ dàng', 'thoải mái', 'thư giãn']",3,5,"dễ_dàng, thoải_mái, thư_giãn",
6863,1464,22/03/2022,1:03,422210980,sữa_rửa hãng gọi_là rẻ_siêu_bèo căng bóng lắm không_độ trầm_trọng nổi mụn,1,sữa rửa hãng gọi là rẻ siêu bèo căng bóng lắm không độ trầm trọng nổi mụn,"['bèo', 'bóng']",2,[],0,1,,"bèo, bóng"
6864,2538,14/11/2020,22:46,204100018,acne đỡ tốn khuyết_điểm điều_trị mụn m_phẩm,5,acne đỡ tốn khuyết điểm điều trị mụn m phẩm,[],0,['trị mụn'],1,5,trị_mụn,
6865,162,6/1/2023,0:37,422211183,lắc tẩy sạch lắm không_kích_ứng gắn_bó bự,5,lắc tẩy sạch lắm không kích ứng gắn bó bự,[],0,['tẩy sạch'],1,5,tẩy_sạch,
6866,3362,22/06/2019,10:13,201600074,vichy thích lám_mát cự_k thấm cảm_giác khô_thoáng nhẹ,5,vichy thích lám mát cự k thấm cảm giác khô thoáng nhẹ,[],0,"['thích', 'mát', 'nhẹ']",3,5,"thích, mát, nhẹ",
6867,1266,13/10/2022,11:50,422208345,finish bóng lắm đẹp dặm_phấn không_muốn bết mắt,4,finish bóng lắm đẹp dặm phấn không muốn bết mắt,['bóng'],1,[],0,5,,bóng
6868,4054,19/04/2023,7:47,100210016,thấm một_nửa vơi giá,4,thấm một nửa vơi giá,[],0,[],0,5,,
6869,3455,31/10/2022,17:50,222600049,tư_vấn bảo tẩy sạch bụi mịn múc thử giá tầm_tẩy sạch không_bị nhờn_rít loreal mịn mướt hẳn không_mắt không_rát mát mát_thích lắm cảm_nhận thời tẩy sạch bí_tắc lỗ chân_lông mụn xứng_đáng giá tiền xịt_khoáng hãng lắm dịu,5,tư vấn bảo tẩy sạch bụi mịn múc thử giá tầm tẩy sạch không bị nhờn rít loreal mịn mướt hẳn không mắt không rát mát mát thích lắm cảm nhận thời tẩy sạch bí tắc lỗ chân lông mụn xứng đáng giá tiền xịt khoáng hãng lắm dịu,"['nhờn rít', 'rát']",2,"['tẩy sạch', 'mịn', 'tẩy sạch', 'mịn', 'mát', 'mát', 'thích', 'tẩy sạch']",8,5,"tẩy_sạch, mịn, tẩy_sạch, mịn, mát, mát, thích, tẩy_sạch","nhờn_rít, rát"
6870,872,15/04/2023,14:48,422204795,tốt tiền,5,tốt tiền,[],0,['tốt'],1,5,tốt,
6871,1609,24/06/2020,9:50,422211878,không_ấn_tượng lắm chấp_nhận cầu,3,không ấn tượng lắm chấp nhận cầu,['không ấn tượng'],1,['ấn tượng'],1,5,ấn_tượng,không_ấn_tượng
6872,787,22/06/2021,8:22,200400038,kích_ứng nắng tối cứu_cánh cực mụn chồi liền hôm biến hẳn nặn mụn sưng đỏ phục_hồi,5,kích ứng nắng tối cứu cánh cực mụn chồi liền hôm biến hẳn nặn mụn sưng đỏ phục hồi,[],0,[],0,5,,
6873,796,26/01/2021,17:42,422216594,tốt,5,tốt,[],0,['tốt'],1,5,tốt,
6874,790,20/06/2021,21:11,422218283,thích lắm thời đỡ mụn,5,thích lắm thời đỡ mụn,[],0,['thích'],1,5,thích,
6875,805,12/9/2022,20:28,100190183,ổn tầm_giá mùi rượu nhược_điểm mắt_tẩy ẩm_mịn nhớt_í,4,ổn tầm giá mùi rượu nhược điểm mắt tẩy ẩm mịn nhớt í,[],0,"['ổn', 'mịn']",2,5,"ổn, mịn",
